WKT,name,description
"POLYGON ((106.7809533 -6.3186564, 106.7761469 -6.3428836, 106.7734003 -6.356191, 106.7665338 -6.3541437, 106.761384 -6.3589206, 106.7497111 -6.3585794, 106.7483378 -6.3773456, 106.7483378 -6.3899697, 106.7435313 -6.4053229, 106.7394115 -6.4049818, 106.733575 -6.4271579, 106.7383816 -6.4332988, 106.735635 -6.449333, 106.7428447 -6.4448981, 106.7620707 -6.4452392, 106.7785501 -6.4414865, 106.7888497 -6.4455804, 106.7888498 -6.4582028, 106.8005227 -6.4602496, 106.8022393 -6.4486507, 106.8097923 -6.4346634, 106.820092 -6.4100994, 106.8255851 -6.4169229, 106.8317648 -6.4186287, 106.8279884 -6.4387573, 106.8345114 -6.4421688, 106.838288 -6.4414865, 106.8376013 -6.4302283, 106.855454 -6.4332988, 106.8595739 -6.4609319, 106.8719335 -6.4435334, 106.8908162 -6.4292048, 106.9062656 -6.40737, 106.9175951 -6.40157, 106.9371644 -6.4039582, 106.9433442 -6.3944051, 106.9423143 -6.3851931, 106.9189684 -6.3742748, 106.9268648 -6.3592618, 106.9007724 -6.3718864, 106.885323 -6.369498, 106.8722767 -6.356191, 106.8571706 -6.3544849, 106.8448111 -6.3527788, 106.8235252 -6.3568734, 106.8139122 -6.3619915, 106.7964028 -6.3674508, 106.7922829 -6.3490255, 106.8022392 -6.3336706, 106.8077323 -6.3159265, 106.7809533 -6.3186564))",Depok,
